0 1 2 6 16
0 1 2 6 17
0 1 2 6 18
0 1 3 10 16
0 1 3 10 20
0 1 3 10 21
0 1 4 14 17
0 1 4 14 20
0 1 4 14 23
0 1 5 15 18
0 1 5 15 21
0 1 5 15 23
0 2 3 13 16
0 2 3 13 24
0 2 3 13 25
0 2 4 12 17
0 2 4 12 22
0 2 4 12 25
0 2 5 11 18
0 2 5 11 22
0 2 5 11 24
0 3 4 9 19
0 3 4 9 20
0 3 4 9 25
0 3 5 8 19
0 3 5 8 21
0 3 5 8 24
0 4 5 7 19
0 4 5 7 22
0 4 5 7 23
1 6 7 10 16
1 6 7 10 26
1 6 7 10 27
1 6 8 14 17
1 6 8 14 26
1 6 8 14 29
1 6 9 15 18
1 6 9 15 27
1 6 9 15 29
1 10 11 14 20
1 10 11 14 26
1 10 11 14 32
1 10 12 15 21
1 10 12 15 27
1 10 12 15 32
1 13 14 15 23
1 13 14 15 29
1 13 14 15 32
2 6 7 13 16
2 6 7 13 30
2 6 7 13 31
2 6 8 12 17
2 6 8 12 28
2 6 8 12 31
2 6 9 11 18
2 6 9 11 28
2 6 9 11 30
2 10 11 12 22
2 10 11 12 28
2 10 11 12 32
2 11 13 14 24
2 11 13 14 30
2 11 13 14 32
2 12 13 15 25
2 12 13 15 31
2 12 13 15 32
3 6 8 9 19
3 6 8 9 28
3 6 8 9 29
3 7 10 13 16
3 7 10 13 33
3 7 10 13 34
3 8 10 12 21
3 8 10 12 28
3 8 10 12 33
3 8 13 14 24
3 8 13 14 29
3 8 13 14 33
3 9 10 11 20
3 9 10 11 28
3 9 10 11 34
3 9 13 15 25
3 9 13 15 29
3 9 13 15 34
4 6 7 9 19
4 6 7 9 27
4 6 7 9 30
4 7 10 12 22
4 7 10 12 27
4 7 10 12 33
4 7 13 14 23
4 7 13 14 30
4 7 13 14 33
4 8 12 14 17
4 8 12 14 33
4 8 12 14 35
4 9 11 14 20
4 9 11 14 30
4 9 11 14 35
4 9 12 15 25
4 9 12 15 27
4 9 12 15 35
5 6 7 8 19
5 6 7 8 26
5 6 7 8 31
5 7 10 11 22
5 7 10 11 26
5 7 10 11 34
5 7 13 15 23
5 7 13 15 31
5 7 13 15 34
5 8 11 14 24
5 8 11 14 26
5 8 11 14 35
5 8 12 15 21
5 8 12 15 31
5 8 12 15 35
5 9 11 15 18
5 9 11 15 34
5 9 11 15 35
0 1 2 10 11
0 1 2 10 12
0 1 2 11 14
0 1 2 12 15
0 1 2 13 14
0 1 2 13 15
0 1 3 6 8
0 1 3 6 9
0 1 3 8 14
0 1 3 9 15
0 1 3 13 14
0 1 3 13 15
0 1 4 6 7
0 1 4 6 9
0 1 4 7 10
0 1 4 9 15
0 1 4 10 12
0 1 4 12 15
0 1 5 6 7
0 1 5 6 8
0 1 5 7 10
0 1 5 8 14
0 1 5 10 11
0 1 5 11 14
0 2 3 6 8
0 2 3 6 9
0 2 3 8 12
0 2 3 9 11
0 2 3 10 11
0 2 3 10 12
0 2 4 6 7
0 2 4 6 9
0 2 4 7 13
0 2 4 9 11
0 2 4 11 14
0 2 4 13 14
0 2 5 6 7
0 2 5 6 8
0 2 5 7 13
0 2 5 8 12
0 2 5 12 15
0 2 5 13 15
0 3 4 7 10
0 3 4 7 13
0 3 4 8 12
0 3 4 8 14
0 3 4 10 12
0 3 4 13 14
0 3 5 7 10
0 3 5 7 13
0 3 5 9 11
0 3 5 9 15
0 3 5 10 11
0 3 5 13 15
0 4 5 8 12
0 4 5 8 14
0 4 5 9 11
0 4 5 9 15
0 4 5 11 14
0 4 5 12 15
1 2 6 10 11
1 2 6 10 12
1 2 6 11 14
1 2 6 12 15
1 2 6 13 14
1 2 6 13 15
1 3 6 8 10
1 3 6 9 10
1 3 8 10 14
1 3 9 10 15
1 3 10 13 14
1 3 10 13 15
1 4 6 7 14
1 4 6 9 14
1 4 7 10 14
1 4 9 14 15
1 4 10 12 14
1 4 12 14 15
1 5 6 7 15
1 5 6 8 15
1 5 7 10 15
1 5 8 14 15
1 5 10 11 15
1 5 11 14 15
1 6 7 13 14
1 6 7 13 15
1 6 8 10 12
1 6 8 12 15
1 6 9 10 11
1 6 9 11 14
1 7 10 13 14
1 7 10 13 15
1 8 10 12 14
1 8 12 14 15
1 9 10 11 15
1 9 11 14 15
2 3 6 8 13
2 3 6 9 13
2 3 8 12 13
2 3 9 11 13
2 3 10 11 13
2 3 10 12 13
2 4 6 7 12
2 4 6 9 12
2 4 7 12 13
2 4 9 11 12
2 4 11 12 14
